Book Title,Author,Author VIAF Number,Translator,Translator VIAF Number,Publisher,University Press,University_Press_STND,Translator on Cover,Translator_on_Cover_STND,Trans_Pub_Date,Trans_Publication_Country,Language ,Original_Pub_Date,Original_Publication_Country,Author Gender,Author_Gender,Author_Residence,Author_Latitude,Author_Longitude,Translator Gender,Trans_Gender,Trans_Residence,Trans_Latitude,Trans_Longitude,Text_Type,Pages_in_Translation,Pages_in_Paratexts,Paratexts Type,Glossary or Notes,Glossary_or_Notes_STND,No._of_terms_in_Glossary_or_Notes,Examples_Words_in_Glossary_or_Notes,Religious Glossary Terms,Religious_Glossary_Terms_STND (Y/N=1/0),Food Glossary Terms,Food_Glossary_Terms_STND (Y/N=1/0),Clothing Glossary Terms,Clothing_Glossary_Terms_STND (Y/N=1/0),Culture or Customs in Glossary,Culture_or_Customs_in_Glossary_STND (Y/N=1/0),Historical_Figures_in_Glossary_STND (Y/N=1/0),Awards_in_Original,Awards_in_Trans
Butterfly Wings,"Salmawy, Mohamed",7501999,"Cohen, Raphael ",82920405,AUC,Y,1,Y,1,2014,Egypt,Arabic,2011,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,184,,"Contents Page,   Editor's Foreword,  Editor's Introduction,   Footnotes,   Author Bio,   Acknowledgements",Y,1,14,"doha al-kenani, mukhbir, fatiha, hagg, hagga, hamdulillah, shiekha, yansoun, gallabiya, bey, feddan, hanem, ustaz","fatiha, hagg, hagga, hamdulillah, shiekha",1,yansoun,1,gallabiya,1,"bey, feddan, hanem, ustaz",1,0,-,-
A Voice of Their Own ,"Samaan, Angele Botros (editor)",83132562,Misc.,-,"Ministry of Culture, Egypt Foreign Cultural Relations",N,0,N,1,1998,Egypt,Arabic,Misc.,Misc.,F,0,Egypt,26.820553,30.802498,"F, M",-,Egypt,26.820553,30.802498,Short stories,271,,"Preface,   Author's Note",Y,1,38,"Egyptian figures, Al-Ahram",Allaho akbar,1,"membar, couscous",1,galabiya,1,"Al-Ahram, om, amm, moulid, al-buri, ustadhah",1,1,-,-
The Square Moon,"Samman, Ghada",24713220,"Boullata, Issa J.",272292988,University of Arkansas,Y,1,Y,1,1998,USA,Arabic,1994,Lebanon,F,0,Syria,34.802075,38.996815,M,1,Canada,56.130366,-106.346771,Short stories,203,,"Author Bio,   Quotation,   Notes",N,0,-,-,-,0,-,0,-,0,-,0,0,-,University of Arkansas Press Award for Arabic Literature in Translation
Beirut '75,"Samman, Ghada",24713220,"Roberts, Nancy ",47001671,University of Arkansas Press,Y,1,Y,1,1995,USA,Arabic,1975,Lebanon,F,0,Syria,34.802075,38.996815,F,0,USA,37.09024,-95.712891,Novel,112,,"Contents Page,   Translator's Preface,   Sources Page",N,0,-,-,-,0,-,0,-,0,-,0,0,-,Winner of The University of Arkansas Press Award for Arabic Literature in Translation
Beirut Nightmares,"Samman, Ghada",24713220,"Roberts, Nancy ",47001671,Quartet,N,0,N,0,1997,UK,Arabic,1976,Lebanon,F,0,Syria,34.802075,38.996815,F,0,USA,37.09024,-95.712891,Novel,377,,"Dedication,   Translator's Introduction,   Notes",Y (Notes),1,unnumbered,"Ibrahim Marzuq, mu'allaqat, ka'ba, 'id al-adha, mana'iche","mu'allaqat, ka'ba, 'id al-adha",1,mana'iche,1,-,0,-,0,1,-,-
The Night of the First Billion ,"Samman, Ghada",24713220,"Roberts, Nancy ",47001671,Syracuse,Y,1,Y,1,2005,USA,Arabic,1986,Lebanon,F,0,Syria,34.802075,38.996815,F,0,USA,37.09024,-95.712891,Novel,544,,"Translator's Dedication,   Contents Page",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Farewell Damascus,"Samman, Ghada",24713220,"Roberts, Nancy ",47001671,Darf,N,0,N,0,2017,UK,Arabic,2015,Lebanon,F,0,Syria,34.802075,38.996815,F,0,USA,37.09024,-95.712891,Novel,246,,"Author Bio,   Dedication,   Quotation,   Glossary",Y (Notes),1,12,,fatiha,1,-,0,-,0,dowry,1,1,-,-
Suslov's Daughter,"Sarori, Habib Abdulrab",15994940,"Jacquette, Elisabeth ",8146094278200331914,Darf,N,0,N,0,2017,UK,Arabic,2014,Lebanon,M,1,Yemen,15.552727,48.516388,F,0,USA,37.09024,-95.712891,Novel,207,,None,Y,1,30,"ababil, duha, witr, fatiha, fiqh, houri, houthis, jinn, Kaaba, Mahdi, mujahideen, rakaat, sheikh, sheikha, sunnah, sura, takfiri, tashahhud, ummah, ya haj, abaya, hijab, niqab, habibi, habibti, hayati, omri, qalbi, wahji, ya ibni, ya ustaz","duha, witr, fatiha, fiqh, houri, houthis, jinn, Kaaba, Mahdi, mujahideen, rakaat, sheikh, sheikha, sunnah, sura, takfiri, tashahhud, ummah, ya haj",1,-,0,"abaya, hijab, niqab, ",1,"habibi, habibti, hayati, omri, qalbi, wahji, ya ibni, ya ustaz",1,0,-,-
The Scents of Marie-Claire,"Selmi, Habib",23272700,"al Qasem, Fadwa ",97018848,AUC,Y,1,Y,1,2010,Egypt,Arabic,2008,Lebanon,M,1,Tunisia,33.886917,9.537499,F,0,"Libya, Canada",,,Novel,172,,Quotations,N,0,-,-,-,0,-,0,-,0,-,0,0,International Prize for Arabic Ficton Nominee (2009),-
The Lodging House,"Shalaby, Khairy",78777459,"Abdel Wahab, Farouk ",97603587,AUC ,Y,1,Y,1,2006,Egypt,Arabic,1999,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,426,,"Translator's Acknowledgements,   Glossary",Y,1,74,"abaya, abu nuwwas, ardeb, ba'una, eid, gargir, harisa, he gets out of the tightest spot like a hair out of dough, mandal, mizmar, nay, shadoof, shahada, tatar, ful, gallabiya, milaya, mulukhiya","eid, shahada",1,"ful, gargir, harisa, mulukhiya",1,"abaya, gallabiya, milaya",1,"Abu Nuwwas, ardeb, ba'una, he gets out of the tightest spot like a hair out of dough, mandal, mizmar, nay, shadoof, tatar",1,1,Naguib Mahfouz Medal ,2007 Saif Ghobash–Banipal Prize for Arabic Literary Translation 
The Time-Travels of the Man Who Sold Pickles and Sweets,"Shalaby, Khairy",78777459,"Cooperson, Michael ",19852127,AUC,Y,1,Y,1,2010,Egypt,Arabic,1991,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,247,,"Contents Page,   Translator's Afterword,   Glossary,   Bibliography,   Chronology",Y,1,56,"Muski street, Grooms, al-Hakim, Rihani Theater, Umar ibn al-Khattab, harfush, karak, ","lote tree, manhar, salam alaykum, tawashi, ismail",1,"basbusa, mashrabiya, ",1,"abaya, gallabiya, ",1,"dakba and baladi dancing, rabec, ustaz, zuwayla",1,1,-,-
The Hashish Waiter,"Shalaby, Khairy",78777459,"Talib, Adam ",107469046,AUC ,Y,1,Y,1,2011,Egypt,Arabic,2000,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,243,,"Contents Page,   Author's Preface,   Endnotes",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Embers and Ashes: Memoirs of an Arab Intellectual,"Sharabi, Hisham",44387210,"Boullata, Issa",272292988,Interlink,N,0,Y,1,2008,USA,Arabic,1978,Lebanon,M,1,USA,37.09024,-95.712891,M,1,Canada,56.130366,-106.346771,Memoir,185,,"Dedication,   Author's Acknowledgements,   Author Bio",Y (Notes),1,17,endnotes are citations,-,0,-,0,-,0,-,0,0,-,-
The Servant,"Sharafeddine, Fatima",71690630,"Sharafeddine, Fatima",71690630,Groundwood Books,N,0,N,0,2013,Canada,Arabic,2010,UAE,F,0,Lebanon,33.854721,35.862285,F,0,Lebanon,33.854721,35.862285,Novel,151,,"Contents Page,   Translator's Note",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Touch,"Shiblii, Adania",63730447,"Haydar, Paula ",7665444,Interlink,N,0,Y,1,2010,USA,Arabic,2002,Lebanon,F,0,Palestine,31.952162,35.233154,F,0,USA,37.09024,-95.712891,Novella,72,,-,N,0,-,-,-,0,-,0,-,0,-,0,0,Young Writer's Award-Palestine (A.M. Qattan Foundation),-
We Are All Equally Far from Love,"Shiblii, Adania",63730447,"Starkey, Paul",116022327,Interlink,N,0,Y,1,2012,USA,Arabic,2004,Egypt,F,0,Palestine,31.952162,35.233154,M,1,UK,55.378051,-3.435973,Novel,148,,"Epilogue,   Acknowledgements,   Glossary,   Contents Page,   Translator Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,Young Writer's Award-Palestine (A.M. Qattan Foundation),-
An Iraqi in Paris,"Shimon, Samuel",98340425,"Amodia, Piers & Phillips, Christina",,Bloomsbury Qatar,N,0,N,0,2005,Qatar,Arabic,2005,Lebanon,M,1,Iraq,33.223191,43.679291,"M, F",-,UK,55.378051,-3.435973,Novel,298,,"Dedication,   Contents Page,   Translator's Acknowledgements,   Afterword,   Chronology,   Note,   Glossary,   Author Bio,   Translator Bio",Y,1,30,"hajj, hajji, hajja, surat al-nas, mar gewaris, mar shimon, amba, boukha, ful, kibbeh, kofta, lahm bi-aajeen, pacha, sammoun, sinalco, zaatar manaqish, abaya, agal, habibati, sitt, umm, ","hajj, hajji, hajja, surat al-nas, mar gewaris, mar shimon",1,"amba, boukha, ful, kibbeh, kofta, lahm bi-aajeen, pacha, sammoun, sinalco, zaatar manaqish",1,"abaya, agal, ",1,"habibati, sitt, umm, ",1,0,-,-
Jerusalem Stands Alone,"Shukair, Mahmoud",102396875,"Fares, Nicole",179145541813996601467,Syracuse University Press,Y,1,Y,1,2018,USA,Arabic,2010,Lebanon,M,1,Palestine,31.952162,35.233154,F,0,Lebanon,33.854721,35.862285,Novel,171,,Author's Note,Y,1,13,"Biblical reference, abaya, hijab, niqab, jilbab, kaffiyeh, oud",Biblical reference,1,-,0,"abaya, hijab, niqab, jilbab, kaffiyeh",1,oud,1,1,-,-
The Silence and the Roar,"Sirees, Nihad",34781159,"Weiss, Max ",107347284,Other Press,N,0,Y,1,2013,USA,Arabic,2004,Lebanon,M,1,Syria,34.802075,38.996815,M,1,USA,37.09024,-95.712891,Novel,154,,"Glossary,   Translator's Note",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Maryam: Keeper of Stories,"Sobh, Alawiya",44561670,"Tanoukhi, Nirvana ",78437081,Seagull Books,N,0,Y,1,2016,USA,Arabic,2002,Lebanon,F,0,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,261,,"Dedication,   Contents Page,    A Note on Spelling Arabic Sounds in Latin Characters,   Acknowledgements,   Preface,   Map,   Epilogue",Y,1,23,"fatiha, hajj, hajji, najaf pilgrimage, tuffaha, abu, bey, dabka, habibi, um, ya ","fatiha, hajj, hajji, najaf pilgrimage",1,tuffaha,1,-,0,"abu, bey, dabka, habibi, um, ya ",1,0,-,-
Cairo: Memoir of a City Transformed,"Soueif, Ahdaf",7550479,-,-,Pantheon,N,0,-,0,2014,-,English,-,US,F,0,UK,55.378051,-3.435973,-,-,-,,,Memoir,-,,"Dedication,   Contents Page,    A Note on Spelling Arabic Sounds in Latin Characters,   Map,   Preface,   Historical Info,   Acknowledgements",Y (Notes),1,57,"Notes are explanations, links to videos, references etc. Some words are included such as - shabab, shaheed, mosireen",-,0,-,0,-,0,shabab,1,1,-,-
"Cairo: My City, Our Revolution ","Soueif, Ahdaf",7550479,-,-,Bloomsbury,N,0,-,0,-,-,English,2012,UK,F,0,UK,55.378051,-3.435973,-,-,-,,,Memoir,-,,Glossary,Y (Notes),1,38,"Shabab, millioneyyah, shaheed, mosireen, Quranic references (many notes are links to videos etc)",Quranic references,1,-,0,-,0,"shabab, millioneyyah",1,0,-,-
Writing Love,"Sweileh, Khalil",15920727,"Firat, Alexa",284953127,AUC,Y,1,Y,1,2012,Egypt,Arabic,2008,Egypt,M,1,Syria,34.802075,38.996815,F,0,USA,37.09024,-95.712891,Novel,148,,"Dedication,   Translator's Acknowledgements,   Translator's Introduction",Y,1,23,"Antar wa abla, fuul, al-jahiz, maqama, nay, saj bread","dhu al-qa'da, ",1,"fuul, saj bread",1,-,0,"maqama, mu'allaqa, nay, qasida",1,1,Naguib Mahfouz Medal ,-
A Rose to Hafeeza's Eyes and Other Stories,"Taha, Mohammad Ali",95281680,"Assadi, Jamal ",20004233,Peter Lang Publishing,N,0,Y,1,2008,USA,Arabic,Misc.,Misc.,M,1,Palestine,31.952162,35.233154,M,1,Israel,31.046051,34.851612,Short stories,122,,"Dedication,   Contents Page,   Translator's Acknowledgements,    Note on Transliteration and Pronunciation,   Translator's Introduction,   Epilogue",Y (Notes),1,44,"Ihram, jamarat, hajjah, molokhiyya","hajjah, jamarat",1,molokhiyya,1,ihram,1,-,0,0,-,-
Love in Exile,"Taher, Bahaa ",56722188,"Abdel Wahab Mustafa, Farouk",159149106284068492322,AUC,Y,1,Y,1,2001,Egypt,Arabic,1995,Egypt,M,1,Egypt,26.820553,30.802498,M,1,"Egypt, USA",35.2428656,-89.9253652,Novel,277,,"Author Bio,   Dedication,   Author's Note,   Author's Note,   Translator's Note,   Glossary",Y,1,34,"15th of May Revolution, Arab Socialist Union, Fatin Hamama, Kafur, al-Mutanabbi, People of the book","phalangists, sharia",1,-,0,-,0,"hanim, qibya, si, ustaz",1,1,-,-
As Doha Said,"Taher, Bahaa ",56722188,"Daniel, Peter ",-,AUC,Y,1,Y,1,2008,Egypt,Arabic,1999,Egypt,M,1,Egypt,26.820553,30.802498,M,1,UK,55.378051,-3.435973,Novel,145,,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Sunset Oasis,"Taher, Bahaa ",56722188,"Davies, Humphrey ",228562256,Sceptre,N,0,Y,1,2009,UK,Arabic,2007,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,302,,Translator's Foreword,Y ,1,14,"Basha, dahabiya, khedive, senoussis, zeitouna mosque","dhikr, rifa'i sheikh",1,-,0,gallabiya,1,"dahabiya, basha",1,0,-,-
Aunt Safiyya and the Monastery **need to reprocess pdf and separate out glossary,"Taher, Bahaa ",56722188,"Romaine, Barbara ",1720408,University of California Press,Y,1,Y,1,1996,USA,Arabic,1991,Lebanon,M,1,Egypt,26.820553,30.802498,F,0,USA,37.09024,-95.712891,Novel,98,,"Translator's Acknowledgements,   Author's Note,   Glossary",Y + Notes,1,45,"Araq, bismillaahi maa shaa' allah, al-baida el halabiyya, ghurayyiba, naksa, sharbat","bismillaahi maa shaa' allah, 'eid, hagg, hijra, imam, in sha' allah, ",1,"araq, ghurayyiba",1,"gallabiyya, jilbaab",1,"amm, bey, diwan, gouza",1,0,-,-
Tigers on the Tenth Day and Other Stories,"Tamer, Zakariya",95208435,"Johnson-Davies, Denys ",75051071,Quartet,N,0,Y,1,1985,UK,Arabic,1980,Lebanon,M,1,Syria,34.802075,38.996815,M,1,Egypt,26.820553,30.802498,Short stories,110,,Translator's Dedication,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Hedgehog,"Tamer, Zakariya",95208435,"Johnson-Davies, Denys & O'Rourke, Brian","75051071, 114539042",AUC,Y,1,Y,1,2009,Egypt,Arabic,2005,Lebanon,M,1,Syria,34.802075,38.996815,"M, M",1,"USA, Egypt",38.9450677,-77.0681274,"Novella, short stories",165,,None,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Murder in the Tower of Happiness,"Tawfik, M.M.",59370890,"Tawfik, M.M. ",59370890,AUC,Y,1,Y,1,2008,Egypt,Arabic,2003,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,338,,Glossary,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
candygirl,"Tawfik, M.M.",59370890,"Tawfik, M.M. ",59370890,AUC,N,0,Y,1,2012,Egypt,Arabic,2010,Egypt,M,1,Egypt,26.820553,30.802498,M,1,Egypt,26.820553,30.802498,Novel,212,,"Image,   Dedication,   Translator's Acknowledgements,   Contents Page,   Translator's Introduction,   Images",Y,1,24,"Abdel Wahhab, Antar, camarera, halim, khawarij, Nancy Agram, Umm Kulthum, Zaynat Sidki","hajji, Qur'anist",1,fuul,1,gallabiya,1,Shadia,1,1,-,-
Points of the Compass,"Tawfiq, Sahar",19965942,"Booth, Marilyn ",14901543,University of Arkansas Press,Y,1,Y,1,1995,USA,Arabic,"1984, 1985, 1994",Egypt,F,0,Egypt,26.820553,30.802498,F,0,UK,55.378051,-3.435973,Short stories,66,,"Contents Page,    Postface by trans",Y (Notes),1,27,"Amm, cultural references, linguistic notes",-,0,-,0,-,0,amm,1,0,-,"Arkansas Arabic Translation Award, 1994"
Dunyazad,"Telmissany, May",176401,"Allen, Roger",22256175,Saqi Books,N,0,N,0,2000,UK,Arabic,1997,Egypt,F,0,Canada,56.130366,-106.346771,M,1,USA,37.09024,-95.712891,Novel,79,,"Acknowledgements,   Preface,   Foreword,   Author Bio,   Author's Preface,   Notes,    Appendix,    Appendix",Y (Notes),1,1,Nasr Abu Zayd,-,0,-,0,-,0,-,0,1,2002 State Prize for Best Autobiographical Novel (Egypt),Ulysses Prize for Best First Novel 2002 (French tr.)
Daughter of Damascus,"Tergeman, Siham",79417349,"Rugh, Andrea",17345212,UT Austin,Y,1,N,0,1994,USA,Arabic,1969,ٍSyria,F,0,Syria,34.802075,38.996815,F,0,USA,37.09024,-95.712891,Novel,190,,"Afterword,   Glossary",Y (Notes),1,unnumbered,"Suq al-Hal, Suq al-Tibn, ",-,0,"naranj, flower water, zaini, fawwal, tirmis",1,-,0,"fija water, Ghuta",1,1,-,-
Abu Musa's Women Neighbors,"Toufiq, Ahmed",93082217,"Allen, Roger",22256175,The Post-Apollo Press,N,0,N,0,2006,USA,Arabic,1997,Morocco,M,1,Morocco,31.791702,-7.09262,M,1,USA,37.09024,-95.712891,Novel,316,,"Dedication,   Afterword",Y (Notes),1,20,"Riyad, bijayah, jallabah, Al-Shustari, Jubbah",-,0,-,0,jubbah,1,"riyad, bijayah, Al-Shustari",1,1,-,-
Moon & Henna Tree,"Toufiq, Ahmed",93082217,"Allen, Roger",22256175,UT Austin,Y,1,Y,1,2013,USA,Arabic,1998,Morocco,M,1,Morocco,31.791702,-7.09262,M,1,USA,37.09024,-95.712891,Novel,267,,"Author's Introduction,   Quotation,   Translator Bio,   Glossary",Y,1,25,"Fazaz, hawz, harqus, makzhan, mithqal, ","haddawa, mellah, sharif, Shaykh of the Half, ",1,"fasukh, harira, qurishlat, skhina, zabib",1,-,0,"dajija, douar, hamziyya, riad",1,1,Moroccan Book Prize 1989,-
Utopia,"Towfik, Ahmed Khalid",93082217,"Rosetti, Chip",256765349,Bloomsbury Qatar,N,0,Y,1,2011,Qatar,Arabic,2009,Egypt,M,1,Egypt,26.820553,30.802498,M,1,USA,37.09024,-95.712891,Novel,154,,"Editor's Introduction,   Endnotes",Y,1,16,"Ataba Square, Bab el-Shaareya, Gamal Hamdan, hijaz","hajj, jinn",1,-,0,abaya,1,"barghouta, bey",1,1,-,Shortlisted for 2012 Science Fiction & Fantasy Translation Awards
The Emigration to the North Country of Hathoot's Tribe,"Tubia, Majid",44308758,"Wassef, Wadida",248968736,General Egyptian Book Organization,N,0,Y,1,1995,Egypt,Arabic,1988,Lebanon,M,1,Egypt,26.820553,30.802498,F,0,Egypt,26.820553,30.802498,Novel,245,,"Map,   Contents Page,   Prologue,   Glossary",Y (Notes),1,66,"hadiths, Egyptian dish, shoes, veil, Egyptian historical explanations, circumcision customs",hadiths,1,Egyptian dish,1,"shoes, veil",1,"Egyptian historical explanations, circumcision customs",1,1,-,-
Farewell to Alexandria,"Tzalas, Harry E.",235902669,"Mantouvalou, Susan E.",56256147,AUC,Y,1,N,0,2000,Egypt,Arabic,1997,Egypt,M,1,Egypt,26.820553,30.802498,F,0,-,,,Short stories,209,,Endnotes,Y,1,31,"bawwab, ezba, full, fuul, gallabiya, milaya, sa'idi, shawish, shisha","copt, shamm al-nesim",1,fuul,1,"gallabiya, foustanella, milaya",1,"full, fellah, khamsin, kyra, kyria",1,0,-,-
Homes of the Heart: A Ramallah Chronicle,"Wadi, Farouq",10018202,"Bosio, Dina & Tingley, Christopher","5205925, 61676886",Interlink,N,0,Y,1,2007,USA,Arabic,1997,Lebanon,M,1,Jordan,30.585164,36.238414,"F, M",-,UK,55.378051,-3.435973,Memoir,106,,"Author's Preface,   Preface,   Translator's Acknowledgements,   Translator's Introduction,   Glossary,   Bibliography",Y (Notes),1,25,"al-Mutanabbi, marhaba, Mahfouz book, Egyptian radio station, Palestinian history, fedayeen",-,0,-,0,-,0,"marhaba, Mahfouz book, Egyptian radio station, Palestinian history, fedayeen",1,1,-,-
The Earthquake,"Wattar, Tahir",107745649,"Granara, William",70938340,Saqi Books,N,0,N,0,2000,UK,Arabic,1974,Lebanon,M,1,Algeria,28.033886,1.659626,M,1,USA,37.09024,-95.712891,Novel,155,,Map,Y,1,15,"imam, Kaaba, mihrab, shaykh, meloukhia, burnous, jubba, kufiyya, souk, sidi","imam, Kaaba, mihrab, shaykh",1,meloukhia,1,"burnous, jubba, kufiyya",1,"souk, sidi",1,0,-,-
A Lake Beyond the Wind,"Yakhlif, Yahya",195128943,"Jayyusi, May & Tingley, Christopher","15007166, 61676886",Interlink,N,0,Y,1,1999,USA,Arabic,1991,Lebanon,M,1,Palestine,31.952162,35.233154,"F,M",-,"UK, Jordan",51.5020505,-0.1978237,Novel,215,,Preface,Y (Notes),1,28,"Haj, khurfeish, kishk, nargila, tannour, farfahina, green bird",Hajj,1,"kishk, tannour, farfahina",1,-,0,"khurfeish, nargila",1,0,-,-
Improvisations on a Missing String,"Yared, Nazik Saba",56784400,"Hancox, Stuart A.",33745726,University of Arkansas Press,Y,1,N,0,1998,USA,Arabic,1992,Lebanon,F,0,Lebanon,33.854721,35.862285,M,1,"UK, USA",38.1329617,-84.4918155,Novel,130,,"Contents Page,   Author Bio,   Translator Bio,   Translator's Acknowledgements",N,0,-,-,-,0,-,0,-,0,-,0,0,-,University of Arkansas Press Award for Literature in Translation
Canceled Memories,"Yared, Nazik Saba",56784400,"Sinno, Nadine",29010575,Syracuse University Press,Y,1,Y,1,2009,USA,Arabic,1998,Lebanon,F,0,Lebanon,33.854721,35.862285,F,0,USA,37.09024,-95.712891,Novel,151,,-,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Cinnamon,"Yazbek, Samar",265632066,"Danby, Emily",272146094333400332400,Arabia Books,N,0,N,0,2013,UK,Arabic,2008,Lebanon,F,0,Syria,34.802075,38.996815,F,0,UK,55.378051,-3.435973,Novel,124,,"Translator's Note,   Dedication,   Contents Page,   Author's Note,   Footnotes,   Map,   Glossary,   Author Bio",N,0,-,-,-,0,-,0,-,0,-,0,0,PEN Pinter Prize 2012,-
A 1/4 Gram,"Youssef, Essam",103009037,"Youssef, Loubna A.",310631324,Montana Studios,N,0,Y,1,2009,Egypt,Arabic,2008,Egypt,M,1,Egypt,26.820553,30.802498,F,0,Egypt,26.820553,30.802498,Novel,418,,"Translator's Afterword,   Author Bio,   Translator Bio",Y + Notes,1,80 (notes); 69 (glossary),"adhan, eid, hajj(a), iqamah, Mecca explanation, frutta, molokhia, shawerma, tahini, gallabiya, ahlan wa sahlan and other greetings, Arabic drug vocab, halal, haram, zaghrada, Cairo geography","adhan, eid, hajj(a), iqamah, Mecca explanation",1,"frutta, molokhia, shawerma, tahini",1,gallabiya,1,"ahlan wa sahlan and other greetings, Arabic drug vocab, halal, haram, zaghrada, Cairo geography",1,1,-,-
Monarch of the Square,"Zafzaf, Muhammed",82038716,"Sryfi, Mbarek & Allen, Roger","309824736, 22256175",Syracuse University Press,Y,1,Y,1,2014,USA,Arabic,1970,Morocco,M,1,Morocco,31.791702,-7.09262,M,1,USA,37.09024,-95.712891,Short stories,275,,"Contents Page,   Acknowledgements,   Afterword,   Glossary,   Translator Bio",Y,1,40,"hajj(a), zakat, choro, harira, ka'b al-ghazal, saykouk, tajine, bedaia, cherbel, jallaba, Amazigh, Ben Barka's murder, shikhat, historical figures","hajj(a), zakat",1,"choro, harira, ka'b al-ghazal, saykouk, tajine",1,"bedaia, cherbel, jallaba",1,"Amazigh, Ben Barka's murder, shikhat, historical figures",1,1,-,-
The Elusive Fox,"Zafzaf, Muhammed",82038716,"Sryfi, Mbarek & Allen, Roger","309824736, 22256175",Syracuse University Press,Y,1,Y,1,2016,USA,Arabic,1989,Morocco,M,1,Morocco,31.791702,-7.09262,M,1,USA,37.09024,-95.712891,Novel,108,,"Dedication,   Translator's Dedication",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Bride of Amman,"Zaghmout, Fadi",-,"Ahmedzai Kemp, Ruth ",119145541830196601536,Signal 8 Press,N,0,Y,1,2015,Hong Kong,Arabic,2012,Jordan,M,1,"Jordan, UAE",31.9561275,35.8860217,F,0,UK,55.378051,-3.435973,Novel,235,,Author's Note,N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
Heaven on Earth,"Zaghmout, Fadi",-,"Hussein, Sawah ",-,Signal 8 Press,N,0,Y,1,2017,Hong Kong,Arabic,2014,Lebanon,M,1,"Jordan, UAE",31.9561275,35.8860217,F,0,-,,,Novel,202,,"Summary,   Contents Page,   Introduction,   Character List,   Footnotes,   Study Guide",N,0,-,-,-,0,-,0,-,0,-,0,0,-,-
The Caliph's Sister,"Zaidan, Jurji",76496271,"Boullata, Issa",272292988,Zaidan Foundation,N,0,Y,1,2010,USA,Arabic,1907,Egypt,M,1,Lebanon,33.854721,35.862285,M,1,Canada,56.130366,-106.346771,Novel,215,,"Summary,   Contents Page,   Introduction,   Character List,   Footnotes,   Translator's Afterword,   Study Guide",Y (Notes),1,24,"historical figures, hadith explanation, Muhammad family, burda, mahram, historical context","hadith explanation, Muhammad family",1,-,0,burda,1,"mahram, historical context",1,1,-,-
The Caliph's Heirs: Brothers at War: the Fall of Baghdad ,"Zaidan, Jurji",76496271,"Cooperson, Michael",19852127,Zaidan Foundation,N,0,Y,1,2011,USA,Arabic,1906,Egypt,M,1,Lebanon,33.854721,35.862285,M,1,USA,37.09024,-95.712891,Novel,310,,"Dedication,   Introduction,   Glossary,   Note",Y (Notes),1,111,"historical figures, Quranic references, caftan, historical context",Quranic references,1,-,0,caftan,1,historical context,1,1,-,-
The Battle of Poitiers: Charles Martel and ‘Abd al- Rahman,"Zaidan, Jurji",76496271,"Granara, William",70938340,UT Austin,N,0,Y,1,2011,USA,Arabic,1904,Egypt,M,1,Lebanon,33.854721,35.862285,M,1,USA,37.09024,-95.712891,Novel,228,,"Summary,   Contents Page,   Introduction,   Translator's Acknowledgements,   Author's Introduction,   Character List,   Glossary,   Footnotes,   Study Guide",Y + Notes,1,13 (notes); 7 (glossary),"historical figures, Koran reference, abaya, jubba, dinar, emir, howdah, People of the Book",Koran reference,1,-,0,"abaya, jubba",1,"dinar, emir, howdah, People of the Book",1,1,-,-
Women on a Journey,"Zangana, Haifa",71677345,"Cumberbatch, Judy ",44581384,UT Austin,Y,1,Y,1,2007,USA,Arabic,2001,UK,F,0,Iraq,33.223191,43.679291,F,0,UK,55.378051,-3.435973,Novel,232,,Foreword,Y + Notes,1,42,"al hamdu lillah, allah ghalib, allah halik, allahu akbar, bismillah, halal, haram, khair in sha' allah, ma sha' allah, sharia', djadjik salad, dishdasha, klaicha, qaimara, abaya, 'aqal, aib, 'aini, dibke, ibni, qasida, salamtik, shebab","al hamdu lillah, allah ghalib, allah halik, allahu akbar, bismillah, halal, haram, khair in sha' allah, ma sha' allah, sharia'",1,"djadjik salad, dishdasha, klaicha, qaimara",1,"abaya, 'aqal",1,"aib, 'aini, dibke, ibni, qasida, salamtik, shebab",1,0,-,-
